Name,SN,Added to VUE?,Printed ID,Scientific Name,Order #,Min Delay (sec),Max Delay (sec),Est Battery Life (days),Step 1 Time (days),Transmitter Model,Temp Range,Temp Accuracy (oC),Temp Resolution (oC),Depth Range,Max Depth,Depth Accuracy (m),Depth Resolution (0.22),ID or P sensor ID,P Slope,P Intercept,T sensor ID,T Slope,T Intercept,Short Common Name,Batch,Floy Tag #,PIT Code,Total Length,Weight,Sex,Surgeon,Surgery Time,Volts,HZ,Shock Time,Duty %,Mode,Clove oil (ppm),Date Tagged,Year Tagged,Est. Battery Dead,Capture Location Easting,Capture Location Northing,Release Location Easting,Release Location Northing,First Detection,Location,Status,First Detection Date,Final Date,Bad P Sensor,Notes
Carp 693,1096417,Y,3218,Cyprinus carpio,10121,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-3219,0.2198,-0.8794,A69-9002-3218,0.1569,-5,Carp,Fall 2010,51,,693,,,Nick,,,,,,,,09/09/2010,2010,02/Dec/2012,,,,,9/10/2010,Embayment C,Alive,,pending,no,Survived and remained in harbour
Carp 693b,1132466,Y,14498,Cyprinus carpio,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14499,0.2191,-0.805,A69-9002-14498,0.1569,-5,Carp,Spring 2012,123,95B3457,693,4602,Male,Nick,0:04:05,,,,,,,14/05/2012,2012,07/Oct/2015,635275,4833268,635274,4833267,,1 - Outer Harbour Marina,Alive,5/14/2012,12/12/2012,No,
Pike 325,1159686,Y,9097,Esox lucius,14909,130,270,607,617,V9TP-2x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-9097,0.2376,-1.1518,A69-9002-9096,0.1569,-5,Pike,May 2013,128 green,982000190216772,325,186,Too small,Max,05:55,NA,NA,NA,NA,?,,07/05/2013,2013,04/Jan/2015,Toronto Islands - Snug Harbour,,Toronto Islands - Snug Harbour,,,,,,,,
Pike 592,1159673,Y,13540,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13540,0.2316,-0.676,A69-9002-13539,0.1569,-5,Pike,May 2013,1191 grey,982000190216779,592,1418,M,Max,06:32,NA,NA,NA,NA,?,,07/05/2013,2013,29/Sep/2016,Inner Harbour - York Key,,Spadina,,,,,,,,
Pike 596,1159658,Y,13510,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13510,0.2326,-0.9537,A69-9002-13509,0.1569,-5,Pike,May 2013,2413,982000190216703,596,1424,M?,Jon,05:38,NA,NA,NA,NA,?,,07/05/2013,2013,29/Sep/2016,Spadina,,Spadina,,,,,,,,
Pike 634,1159667,Y,13528,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13528,0.2372,-0.8026,A69-9002-13527,0.1569,-5,Pike,May 2013,1193 grey,982000190216789,634,1684,M?,Max,06:52,NA,NA,NA,NA,?,,07/05/2013,2013,29/Sep/2016,Toronto Islands - R.C.Y.C.,,?,,,,,,,,
Pike 635b,1159653,Y,13500,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13500,0.235,-1.0963,A69-9002-13499,0.1569,-5,Pike,May 2013,142,982000190216727,635,1518,M?,Jon,04:12,NA,NA,NA,NA,?,,07/05/2013,2013,29/Sep/2016,Toronto Islands,,Fire Dock,,,,,,,,
Pike 729,1159672,Y,13538,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13538,0.2406,-0.735,A69-9002-13537,0.1569,-5,Pike,May 2013,1188 grey,982000190216759,729,2458,F?,Jon,05:09,NA,NA,NA,NA,?,,07/05/2013,2013,29/Sep/2016,Inner Harbour - York Key,,Spadina,,,,,,,,
Pike 835,1159670,Y,13534,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13534,0.2359,-0.8431,A69-9002-13533,0.1569,-5,Pike,May 2013,1180,982000190216722,835,3402,M?,Max,11:51,NA,NA,NA,NA,?,,07/05/2013,2013,29/Sep/2016,Spadina,,Spadina,,,,,,,,
Pike 901,1159652,Y,13498,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13498,0.2366,-0.9079,A69-9002-13497,0.1569,-5,Pike,May 2013,1192 grey,982000190216786,901,4700,F?,Steve,04:01,NA,NA,NA,NA,?,,07/05/2013,2013,29/Sep/2016,Inner Harbour - York Key,,Fire Dock,,,,,,,,
Sucker 529,1159682,,28107,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28107,,,,,,Sucker,May 2013,1187,982000190216756,529,1894,F?,Max,09:36,80,100,3,25,?,,07/05/2013,2013,27/Nov/2017,Spadina,,Spadina,,,,,,,,
Sucker 562,1159683,,28108,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28108,,,,,,Sucker,May 2013,1184,982000190216763,562,1726,F?,Jon,6?,80,100,3,25,?,,07/05/2013,2013,27/Nov/2017,Spadina,,Spadina,,,,,,,,
Bass 356,1159684,Y,9093,Micropterus salmoides,14909,130,270,607,617,V9TP-2x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-9093,0.2338,-1.1461,A69-9002-9092,0.1569,-5,Bass,May 2013,132 green,982000190216716,356,988,M,Jon,03:40,90,100,3,25,?,,08/05/2013,2013,05/Jan/2015,Toronto Islands - Trout Pond,,Spadina,,,,,,,,
Bass 385,1159685,Y,9095,Micropterus salmoides,14909,130,270,607,617,V9TP-2x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-9095,0.2369,-1.1522,A69-9002-9094,0.1569,-5,Bass,May 2013,133 green,982000190216875,385,1082,F,Jon,02:40,90,100,3,25,?,,08/05/2013,2013,05/Jan/2015,Toronto Islands - Trout Pond,,Spadina,,,,,,,,
Bass 466,1157695,Y,13548,Micropterus salmoides,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13548,0.2347,-0.7755,A69-9002-13547,0.1569,-5,Bass,May 2013,103 green,982000190216818,466,1940,F,Max,06:53,90,100,3,25,?,,08/05/2013,2013,30/Sep/2016,Toronto Islands - Trout Pond,,Fire Dock,,,,,,,,
Bass 480b,1157697,Y,13552,Micropterus salmoides,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13552,0.2378,-0.885,A69-9002-13551,0.1569,-5,Bass,May 2013,131 green,982000190216829,480,2108,F,Jon,02:27,90,100,3,25,?,,08/05/2013,2013,30/Sep/2016,Toronto Islands - Trout Pond,,Spadina,,,,,,,,
Bass 481,1157696,Y,13550,Micropterus salmoides,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13550,0.2384,-0.98,A69-9002-13549,0.1569,-5,Bass,May 2013,129 green,982000190216830,481,2096,M,Max,07:40,90,100,3,25,?,,08/05/2013,2013,30/Sep/2016,Toronto Islands - Trout Pond,,Fire Dock,,,,,,,,
Bowfin 734,1111850,Y,31728,Amia calva,11286,60,180,935,945,V13-1x,,,,,,,,A69-9001-31728,,,,,,Bowfin,May 2013,NA,982000190216856,734,3584,F,Jon,06:10,90,100,3,25,?,,08/05/2013,2013,29/Nov/2015,Cell 2 & 3,,Cell 2 & 3,,,,,,,,
Carp 694,1132491,Y,14492,Cyprinus carpio,12855,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14493,0.2302,-0.8832,A69-9002-14492,0.1569,-5,Carp,Spring 2012,212,95b33f9,694,4772,Male,Nick,0:04:11,,,,,,,11/05/2012,2012,04/Oct/2015,630304,4830831,630307,4830827,,41 - Toronto Islands,Emmigrated,5/12/2012,6/20/2012,No,
Carp 699,1132490,Y,14490,Cyprinus carpio,12855,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14491,0.229,-0.8514,A69-9002-14490,0.1569,-5,Carp,Spring 2012,211,95b33e1,699,5304,Female,Nick,0:03:33,,,,,,,11/05/2012,2012,04/Oct/2015,630304,4830834,631851,4831284,,27 - Toronto Islands,Alive,5/15/2012,11/10/2012,No,
Carp 708,1096450,Y,3262,Cyprinus carpio,10121,60,180,727,737,V13P-1x,,,,0 to 50 m,50,2.5,0.22,A69-9002-3262,0.2198,-0.8794,,,,Carp,Fall 2010,57,,708,,,Nick,,,,,,,,08/09/2010,2010,04/Sep/2012,,,,,9/10/2010,1 - Outer Harbour Marina,Transmitter died,,9/12/2012,no,Survived and remained in harbour
Carp 708b,1132492,Y,14494,Cyprinus carpio,12855,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14495,0.2295,-0.843,A69-9002-14494,0.1569,-5,Carp,Spring 2012,214,95b3416,708,4740,Male,Nick,0:03:08,,,,,,,11/05/2012,2012,04/Oct/2015,629987,4830328,629985,4830326,,40 - Toronto Islands,Alive,5/16/2012,11/10/2012,No,
Carp 709,1132488,Y,14486,Cyprinus carpio,12855,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14487,0.2285,-0.5522,A69-9002-14486,0.1569,-5,Carp,Spring 2012,209,95B346D,709,4556,Male,Nick,0:04:27,,,,,,,14/05/2012,2012,07/Oct/2015,634433,4832151,634437,4832154,,36 - Back of Embayment C,Alive,5/14/2012,11/11/2012,No,
Carp 710,1096449,Y,3261,Cyprinus carpio,10121,60,180,727,737,V13P-1x,,,,0 to 50 m,50,2.5,0.22,A69-9002-3261,0.2198,-0.8794,,,,Carp,Fall 2010,56,,710,,,Nick,,,,,,,,08/09/2010,2010,04/Sep/2012,,,,,9/10/2010,1 - Outer Harbour Marina,Transmitter died,,9/14/2012,no,Survived and remained in harbour
Pike 770b,1159663,Y,13520,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13520,0.2354,-1.1681,A69-9002-13519,0.1569,-5,Pike,May 2013,138 green,982000190216757,770,2800,M?,Max,09:10,NA,NA,NA,NA,?,,08/05/2013,2013,30/Sep/2016,Keating Channel,,Fire Dock,,,,,,,,
Pike 810,1159668,Y,13530,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13530,0.238,-0.8132,A69-9002-13529,0.1569,-5,Pike,May 2013,137 green,982000190216728,810,3200,F?,Jon,05:00,NA,NA,NA,NA,?,,08/05/2013,2013,30/Sep/2016,Keating Channel,,Spadina,,,,,,,,
Sucker 403,1159678,,28106,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28106,,,,,,Sucker,May 2013,NA,982000190216768,403,654,?,Jon,?,90,100,3,25,?,,08/05/2013,2013,28/Nov/2017,Toronto Islands,,Toronto Islands,,,,,,,,
Sucker 412,1159677,,28105,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28105,,,,,,Sucker,May 2013,NA,982000190216764,412,766,M?,Jon,02:53,90,100,3,25,?,,08/05/2013,2013,28/Nov/2017,Keating Channel,,Keating Channel,,,,,,,,
Sucker 445,1159679,,28104,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28104,,,,,,Sucker,May 2013,NA,982000190216742,445,1006,?,Jon,04:11,90,100,3,25,?,,08/05/2013,2013,28/Nov/2017,Keating Channel,,Keating Channel,,,,,,,,
Sucker 465,1159680,,28102,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28102,,,,,,Sucker,May 2013,NA,982000190216776,465,960,?,Max,06:20,90,100,3,25,?,,08/05/2013,2013,28/Nov/2017,Keating Channel,,Keating Channel,,,,,,,,
Sucker 513,1159676,,28101,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28101,,,,,,Sucker,May 2013,NA,982000190216822,513,1310,?,Rob,06:50,90,100,3,25,?,,08/05/2013,2013,28/Nov/2017,Cell 2 & 3,,Cell 2 & 3,,,,,,,,
Sucker 526,1159681,,28103,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28103,,,,,,Sucker,May 2013,NA,982000190216747,526,1472,F?,Max,6?,90,100,3,25,?,,08/05/2013,2013,28/Nov/2017,Keating Channel,,Keating Channel,,,,,,,,
Bass 387,1159688,Y,9101,Micropterus salmoides,14909,130,270,607,617,V9TP-2x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-9101,0.237,-1.0559,A69-9002-9100,0.1569,-5,Bass,May 2013,127,982000190216701,387,1086,?,Jon,03:29,90,100,3,25,?,,09/05/2013,2013,06/Jan/2015,Cell 2,,Cell 2,,,,,,,,
Carp 710b,1222427,Y,57156,Cyprinus carpio,19671,130,270,1825,1830,V13-1x,,,,,,,,A69-1601-57156,,,,,,Carp,,,9334,710,4900,,,,,,,,,,25/08/2015,2015,23/Aug/2020,,,,,,,,,,,
Carp 719,1096416,Y,3216,Cyprinus carpio,10121,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-3217,0.2198,-0.8794,A69-9002-3216,0.1569,-5,Carp,Fall 2010,54,,719,,,Nick,,,,,,,,09/09/2010,2010,02/Dec/2012,,,,,9/17/2010,Outside Embayment C,Missing,,2011?,Unknown,"Left in fall 2010, returned once - but not in 2012"
Pike 705,1157703,Y,13564,Esox lucius,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13564,0.2383,-1.1449,A69-9002-13563,0.1569,-5,Pike,May 2013,NA,982000190216809,705,2066,?,Max,04:52,NA,NA,NA,NA,?,,09/05/2013,2013,01/Oct/2016,Embayment C,,Embayment C,,,,,,,,
Sucker 436,1159675,,28099,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28099,,,,,,Sucker,May 2013,NA,982000190216893,436,982,?,Max,04:13,90,100,3,25,?,,09/05/2013,2013,29/Nov/2017,Cell 2,,Cell 2,,,,,,,,
Sucker 482,1159674,,28100,Catostomus commersonii,14909,130,270,1665,1675,V13-1x,,,,,,,,A69-1601-28100,,,,,,Sucker,May 2013,NA,982000190216873,482,1146,?,Max,04:09,90,100,3,25,?,,09/05/2013,2013,29/Nov/2017,Cell 2,,Cell 2,,,,,,,,
Walleye 485,1159690,Y,13480,Sander vitreus,14907,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13480,0.2374,-1.147,A69-9002-13479,0.1569,-5,Walleye,May 2013,?,982000190216837,485,1320,?,Jon,04:26,90,100,3,25,?,,09/05/2013,2013,01/Oct/2016,Don River Mouth,,Don River Mouth,,,,,,,,
Bass 235,1159711,Y,9900,Micropterus salmoides,14992,310,370,721,731,V7-4x,,,,,,,,A69-1601-9900,,,,,,Bass,July 2013,006552 yellow,982000190216719,235,214,?,Max,03:17,90,100,300,?,?,NA,08/07/2013,2013,29/Jun/2015,Cell 2,,Cell 2,,,,,,,,
Bass 393,1157692,Y,13542,Micropterus salmoides,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13542,0.2403,-1.0221,A69-9002-13541,0.1569,-5,Bass,July 2013,006556 yellow,982000190216774,393,930,?,Max,7:03,90,100,300,?,?,NA,08/07/2013,2013,30/Nov/2016,Cell 3 or Embayment C,,Cell 3 or Embayment C,,,,,,,,
Bass 435b,1159692,Y,13484,Micropterus salmoides,14907,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13484,0.2418,-1.1981,A69-9002-13483,0.1569,-5,Bass,July 2013,006553 yellow,982000190216734,435,1150,M?,Jon,03:53,90,100,300,?,?,NA,08/07/2013,2013,30/Nov/2016,Cell 2,,Cell 2,,,,,,,,
Bowfin 615,1165673,Y,27556,Amia calva,15473,130,270,1455,1465,V13-1x,,,,,,,,A69-1601-27556,,,,,,Bowfin,July 2013,006554 yellow,982000190216726,615,2336,M,Jon,04:55,90,100,300,?,?,NA,08/07/2013,2013,02/Jul/2017,Cell 2,,Cell 2,,,,,,,,
